dataset,test_fold,n_conv_layers,n_filters,kernel_size,n_dense_layers,n_neurons,n_cv,total_training_time_sec,total_best_val_loss_cv,mean_best_val_loss_cv
cancer,2,4,2,8,2,20,10,3865.007798910141,14.34288792201889,1.434288792201889
detailed,2,2,2,8,2,50,10,19550.653812646862,3.4729389724020905,0.347293897240209
systematic,1,2,4,2,1,20,10,17671.7731256485,1.8617525161652493,0.1861752516165249
detailed,6,4,4,4,1,10,10,25494.191214323044,3.5971639067724985,0.3597163906772498
systematic,5,8,2,4,2,20,10,27984.736033201218,1.2352175677287585,0.1235217567728758
systematic,1,2,8,2,1,50,10,19689.872261047363,2.290393862361295,0.2290393862361295
detailed,6,4,8,2,1,50,10,31717.89344763756,3.829190542734756,0.3829190542734756
detailed,1,2,2,8,2,10,10,16520.05932188034,3.078291967278385,0.3078291967278385
systematic,3,4,8,4,1,20,10,22817.087997436523,2.4997958370173023,0.2499795837017302
detailed,5,4,2,2,1,10,10,26545.399433135983,3.695073298253007,0.3695073298253006
systematic,2,8,4,4,2,50,10,36017.20845150948,2.19251543534474,0.2192515435344739
systematic,2,8,2,8,2,50,10,36667.230221033096,1.3667341327273848,0.1366734132727384
systematic,4,4,2,4,2,20,10,21891.05415892601,1.81136758822394,0.1811367588223939
detailed,6,8,4,2,1,10,10,50688.58870315552,3.0024373328252247,0.3002437332825224
detailed,5,4,8,2,2,50,10,38411.31748962402,3.8690002347053225,0.3869000234705322
systematic,2,8,8,8,2,10,10,46800.35158395767,1.582425587063848,0.1582425587063848
systematic,4,4,8,2,2,10,10,22845.6995780468,1.7472494907010738,0.1747249490701073
detailed,6,4,2,4,2,50,10,30387.13087296486,3.3596633200031163,0.3359663320003116
systematic,2,4,2,4,1,50,10,23251.91866731644,2.1155769695314226,0.2115576969531422
systematic,3,2,4,8,2,10,10,16876.48007798195,2.685810558253352,0.2685810558253351
detailed,6,2,4,2,1,50,10,22089.44483566284,3.56616543872523,0.356616543872523
systematic,1,4,4,4,1,20,10,18364.042909383774,1.9516028652302655,0.1951602865230265
detailed,1,4,2,4,1,50,10,31512.2395966053,3.065468167657703,0.3065468167657703
detailed,4,4,2,4,1,50,10,31609.157470464703,3.3825532610182028,0.3382553261018203
systematic,3,4,2,2,2,10,10,16980.795603752136,2.168859118377988,0.2168859118377987
cancer,1,2,2,4,2,20,10,2543.6294419765472,16.887469022808272,1.6887469022808272
systematic,4,4,8,8,1,10,10,19363.7457177639,2.564557575185169,0.2564557575185169
detailed,5,2,4,4,1,50,10,18408.595329284668,3.814933993057057,0.3814933993057057
systematic,5,4,8,2,2,10,10,28679.258566379547,2.084917243753917,0.2084917243753917
cancer,1,4,4,8,1,20,10,4330.665595531464,17.12115864083812,1.712115864083812
systematic,3,8,2,2,1,50,10,42312.26586771011,1.750101890658991,0.1750101890658991
detailed,3,4,8,4,2,10,10,26289.11213207245,3.9149191590253904,0.391491915902539
systematic,2,4,8,2,2,10,10,24231.08059835434,1.7807809732489055,0.1780780973248905
systematic,4,8,4,4,2,50,10,36803.75184345245,1.9309511079393389,0.1930951107939338
detailed,2,2,8,2,1,20,10,23727.02631783485,3.1422372302470287,0.3142237230247028
detailed,6,2,4,8,2,20,10,16038.171637058258,3.996026126596781,0.3996026126596781
systematic,1,4,4,4,1,50,10,17513.984468221664,2.524008282561085,0.2524008282561085
systematic,5,4,8,8,2,50,10,13990.37866806984,3.2378793486744364,0.3237879348674436
cancer,1,4,2,4,2,50,10,4409.060675859451,17.915298125481122,1.7915298125481125
cancer,1,2,2,2,1,20,10,2250.5214672088623,17.053008782733656,1.7053008782733656
systematic,6,4,4,2,1,10,10,21079.080028772358,1.836633743696696,0.1836633743696696
systematic,5,8,8,8,1,20,10,40161.25529074669,1.7838209889468497,0.1783820988946849
detailed,2,4,2,2,1,10,10,25797.470425367355,2.977322851546245,0.2977322851546246
systematic,6,8,8,2,2,50,10,55006.02325248718,1.708452067316972,0.1708452067316971
systematic,4,8,2,4,1,10,10,36284.49571156502,1.6411595976450022,0.1641159597645002
detailed,1,4,2,4,1,10,10,22843.312703609467,3.110415557251761,0.3110415557251761
detailed,6,4,2,4,1,10,10,24547.615207910538,3.694908596767566,0.3694908596767566
cancer,2,8,2,4,1,10,10,5913.626909971237,13.11021802121546,1.311021802121546
cancer,1,2,4,2,1,10,10,3120.1083352565765,16.07564594223746,1.6075645942237462
systematic,4,8,4,2,2,10,10,34286.71236538887,1.990223293263641,0.1990223293263641
cancer,1,2,4,4,1,20,10,2853.162110567093,15.645946513766264,1.5645946513766265
systematic,5,4,2,4,1,10,10,20295.091012477875,1.8463710519289265,0.1846371051928926
systematic,6,4,2,4,1,20,10,21912.0916724205,2.22041131455633,0.2220411314556329
systematic,3,2,2,2,2,10,10,15791.413232803345,2.489691618381531,0.2489691618381531
systematic,1,2,8,2,2,10,10,19909.273862361908,1.8253788784572336,0.1825378878457233
cancer,2,2,8,2,2,10,10,4120.654294490814,13.379059946109054,1.337905994610905
systematic,5,4,2,2,1,50,10,24691.198505163196,2.366900526356404,0.2366900526356403
systematic,6,8,8,8,1,20,10,44949.49166846275,1.1002167989501648,0.1100216798950164
cancer,1,8,2,4,2,20,10,6372.421428203583,15.200857782426066,1.5200857782426067
detailed,4,2,2,8,2,10,10,11057.73963189125,3.57200760502706,0.357200760502706
detailed,2,4,8,4,2,20,10,20746.77107644081,3.730451234430062,0.3730451234430062
detailed,1,4,4,2,1,10,10,25852.015839099884,3.205634891033781,0.320563489103378
systematic,2,4,4,4,2,10,10,19947.757335186005,2.135491814726504,0.2135491814726504
systematic,5,4,4,2,2,20,10,19076.95150589943,2.1882971236142725,0.2188297123614272
cancer,2,8,8,2,1,10,10,10333.839184761047,13.910887352169954,1.3910887352169954
systematic,5,4,8,2,1,10,10,21593.409486293796,2.1749862418180133,0.2174986241818013
cancer,2,4,4,4,2,50,10,3784.21950507164,13.96394791383164,1.3963947913831638
systematic,2,2,4,4,2,10,10,14004.779546260834,1.909798621023248,0.1909798621023248
detailed,4,8,2,2,1,20,10,27130.305767297745,2.9041905954916696,0.2904190595491669
detailed,4,2,4,2,2,20,10,22846.219370365143,3.5984685654947755,0.3598468565494775
systematic,3,8,8,4,1,50,10,53742.82783341408,1.9298655648574887,0.1929865564857489
systematic,5,8,8,8,2,10,10,39426.73081564903,2.019639819895489,0.2019639819895488
cancer,2,4,8,4,1,10,10,5482.222004175186,14.802678905766353,1.480267890576635
detailed,5,2,8,4,2,20,10,17224.91077208519,3.937992440308496,0.3937992440308495
detailed,3,2,4,4,1,10,10,17548.23514676094,3.229595949694183,0.3229595949694183
detailed,4,2,2,4,1,50,10,12138.68863415718,3.7450079281213,0.3745007928121299
detailed,6,2,8,8,1,10,10,14989.262825012209,3.6400897831431713,0.3640089783143171
detailed,1,2,2,2,2,20,10,21009.64353084564,3.074673615736348,0.3074673615736348
systematic,5,8,4,8,1,10,10,31047.92821788788,1.171361141933085,0.1171361141933085
systematic,6,2,2,4,2,50,10,18594.194970846176,2.116775039509779,0.2116775039509779
detailed,6,2,8,4,1,20,10,16503.582248926163,3.8342701782494233,0.3834270178249423
detailed,1,8,2,2,1,50,10,34863.83534240723,2.815259482398743,0.2815259482398743
detailed,6,2,4,8,1,20,10,17344.46101808548,3.9099835871360216,0.3909983587136021
systematic,1,2,8,4,2,20,10,15296.58169412613,2.558661088900589,0.2558661088900589
systematic,2,8,2,2,2,10,10,34782.92692756653,1.3996740761160422,0.1399674076116042
detailed,1,2,4,2,1,50,10,19087.78080844879,3.260318217432025,0.3260318217432025
systematic,3,2,8,8,2,50,10,14412.982020378113,3.6278950275003448,0.3627895027500344
cancer,1,8,8,2,2,20,10,9740.967142105104,17.733073389629634,1.7733073389629634
detailed,3,8,4,2,1,50,10,52871.06279754639,3.190192478905357,0.3190192478905357
systematic,3,2,8,8,2,10,10,13465.697295188904,2.859508369506928,0.2859508369506928
detailed,2,4,2,4,2,20,10,26469.91928267479,3.105716460493581,0.3105716460493581
systematic,3,8,4,4,2,20,10,29770.948934078217,1.4754442869455342,0.1475444286945534
detailed,5,2,4,8,2,20,10,23378.40020608902,3.89162015934953,0.389162015934953
systematic,6,4,4,4,2,50,10,20470.723851442337,2.716324983189018,0.2716324983189018
detailed,4,2,8,2,1,50,10,15962.811082601547,3.912583521414127,0.3912583521414127
cancer,2,4,4,8,1,20,10,4943.5832324028015,12.860398065106123,1.2860398065106122
detailed,4,4,8,4,2,50,10,26057.81496810913,4.341688763544634,0.4341688763544634
detailed,6,4,2,2,2,10,10,27610.67845749855,2.9272702594072517,0.2927270259407251
systematic,3,4,4,8,1,10,10,17596.197217702866,2.0236527356220413,0.2023652735622041
detailed,4,4,4,4,1,20,10,22792.21009516716,3.459168709478598,0.3459168709478598
cancer,1,4,8,4,2,50,10,5365.685039520264,18.752630951116085,1.8752630951116085
detailed,1,2,8,2,1,20,10,24308.82313156128,3.281935513755808,0.3281935513755808
detailed,4,2,4,4,2,50,10,16530.213972091675,4.254094201871335,0.4254094201871335
detailed,3,4,2,4,2,10,10,22573.7640273571,3.178736425674999,0.3178736425674999
detailed,6,2,8,8,2,50,10,21501.73344016075,4.615276070778056,0.4615276070778056
cancer,1,2,8,8,2,20,10,4117.425815343857,16.297557155926242,1.629755715592624
detailed,5,2,2,4,1,50,10,17450.547335863113,3.5074493230492085,0.3507449323049209
systematic,3,4,2,4,1,50,10,18253.24460721016,2.3848098080783084,0.2384809808078308
systematic,6,8,8,8,2,50,10,44952.72495889664,2.217626772474935,0.2217626772474935
detailed,5,4,2,4,1,50,10,25792.2928750515,3.373467454882044,0.3373467454882043
systematic,2,2,4,2,2,20,10,14578.338366508484,2.401067986396844,0.2401067986396843
detailed,4,4,4,2,2,50,10,28529.05157327652,3.362922184721052,0.3362922184721052
systematic,1,2,4,4,1,10,10,10039.12469792366,1.833896320627434,0.1833896320627434
systematic,4,2,8,4,1,50,10,15863.196512460709,2.548793690526806,0.2548793690526806
cancer,2,2,4,2,1,10,10,3095.106070995331,12.988174671924872,1.2988174671924873
systematic,1,2,8,2,2,20,10,21092.553003787994,1.956295178398504,0.1956295178398504
systematic,3,4,8,8,2,50,10,20536.29585623741,3.367167141731064,0.3367167141731063
detailed,6,4,4,4,1,50,10,22719.112557411197,4.00681413992373,0.400681413992373
systematic,5,8,4,8,2,20,10,33223.03143954277,1.3269645719775651,0.1326964571977565
detailed,1,2,8,2,1,10,10,28190.56592321396,3.279832628443124,0.3279832628443123
detailed,4,2,2,8,1,50,10,16469.818262577057,4.29988181922225,0.429988181922225
systematic,1,8,4,2,2,10,10,34755.110702991486,1.637312963806194,0.1637312963806194
cancer,2,2,8,8,1,20,10,3726.42234826088,12.761742834457474,1.2761742834457477
detailed,3,2,4,8,1,20,10,16080.6011633873,3.733909546333569,0.3733909546333569
cancer,1,8,8,4,1,20,10,9084.497955083849,18.350383480942995,1.8350383480943
detailed,4,2,2,4,1,10,10,13471.733030319214,3.1932835371929302,0.319328353719293
systematic,5,4,8,4,2,50,10,21578.253804445267,2.8458169082913307,0.2845816908291331
detailed,1,2,4,2,2,10,10,24932.658866405487,2.93254585988341,0.293254585988341
detailed,5,4,8,4,1,50,10,32157.10190606117,4.171326861485088,0.4171326861485088
detailed,4,4,4,4,2,50,10,24010.349821805958,3.920576551459708,0.3920576551459708
detailed,2,4,4,2,2,20,10,24707.341893434525,2.9255186733663074,0.2925518673366307
systematic,3,2,4,8,1,20,10,11892.836367607117,2.7513359097394257,0.2751335909739426
detailed,3,4,8,4,2,50,10,18761.39111733437,4.850641988546041,0.4850641988546041
detailed,2,4,4,2,1,10,10,18010.284052848816,2.904173150319705,0.2904173150319705
detailed,2,2,4,4,2,10,10,16470.759663581848,3.077519499896871,0.3077519499896871
detailed,4,2,2,4,2,50,10,13344.923665761948,3.384812819331457,0.3384812819331457
systematic,2,8,4,2,2,50,10,47104.130344867706,1.6300496445048411,0.1630049644504841
systematic,2,4,2,8,2,50,10,17897.91207766533,1.8530737025164632,0.1853073702516463
systematic,4,2,2,8,2,10,10,14713.913791656494,2.469648886275949,0.2469648886275949
cancer,1,4,8,4,1,10,10,4652.399074316025,18.19256543157506,1.8192565431575056
systematic,4,2,2,2,2,50,10,25374.064027309418,1.856205598898049,0.1856205598898049
detailed,5,4,2,2,2,50,10,41704.11911487579,3.227191635440019,0.3227191635440019
detailed,1,2,4,2,2,20,10,20810.27987885475,3.056430415752012,0.3056430415752012
detailed,2,2,8,4,1,20,10,16780.881781578064,3.5881850009146365,0.3588185000914636
systematic,3,2,2,8,2,20,10,15135.72162437439,2.3575398550165083,0.2357539855016508
systematic,6,8,4,4,2,10,10,29268.7035779953,1.8807937502688448,0.1880793750268845
detailed,4,2,8,4,1,20,10,14197.754279136658,4.053788403073062,0.4053788403073062
detailed,1,4,4,4,1,50,10,24356.82459759712,3.795632566602664,0.3795632566602664
systematic,1,8,2,4,1,20,10,32880.776061058044,1.3935443944316073,0.1393544394431607
systematic,5,4,2,2,2,50,10,30133.50340771675,1.768721489100275,0.1768721489100275
detailed,3,8,4,4,1,20,10,39181.5005440712,3.1934794533939974,0.3193479453393997
systematic,2,4,2,2,2,10,10,22568.25213432312,1.651112608721091,0.1651112608721091
systematic,4,8,8,8,2,20,10,47139.27427697182,1.844205237318369,0.1844205237318369
detailed,6,4,2,4,2,20,10,25771.96132469177,3.089041202515027,0.3089041202515027
detailed,6,8,2,2,1,20,10,42286.7238073349,2.7643888618646564,0.2764388861864656
detailed,4,2,8,4,2,50,10,24920.928193092343,4.464702588087162,0.4464702588087162
systematic,6,4,8,2,2,50,10,24808.716286420826,2.376384503051388,0.2376384503051388
detailed,3,2,8,4,1,20,10,17238.86972117424,3.960152227241866,0.3960152227241866
cancer,2,8,4,2,1,20,10,7011.847047805786,12.998297351489418,1.2998297351489418
detailed,5,2,4,4,1,20,10,15266.39533019066,3.733913005044776,0.3733913005044776
detailed,6,2,2,2,1,50,10,18638.7936873436,3.731913527030448,0.3731913527030447
systematic,6,2,8,2,1,50,10,18459.1106197834,2.188129693711691,0.2188129693711691
detailed,2,4,4,4,2,10,10,22986.853065013885,3.371774436571414,0.3371774436571414
cancer,2,4,8,4,1,50,10,7682.203197717667,13.598004407948356,1.3598004407948356
detailed,3,2,8,4,2,10,10,18511.224645853043,3.61054181563884,0.361054181563884
systematic,6,8,8,8,2,10,10,39850.46121668816,2.090330844945833,0.2090330844945833
systematic,5,4,2,4,2,50,10,24489.87844443321,2.056193139536469,0.2056193139536469
cancer,1,4,4,2,2,20,10,3703.690846443176,17.00039094170499,1.7000390941704988
systematic,3,2,8,2,2,10,10,25676.939623355865,1.7770138973079652,0.1777013897307965
systematic,4,8,8,8,1,50,10,49296.85008740425,2.1759736887922307,0.217597368879223
systematic,6,8,4,8,1,10,10,29629.92768764496,1.184439758368815,0.1184439758368815
systematic,4,4,4,2,1,10,10,21274.853526830677,1.8522579494611604,0.185225794946116
systematic,3,2,2,4,1,10,10,14574.963352680206,2.502036981546371,0.2502036981546371
cancer,1,8,2,2,2,50,10,5921.745058059692,17.21117040499373,1.721117040499373
detailed,2,4,4,2,2,10,10,26084.79798436165,2.751136004944417,0.2751136004944417
systematic,1,2,4,4,1,50,10,9601.38292980194,2.6230430433104264,0.2623043043310426
cancer,2,4,4,4,1,10,10,4321.85388302803,13.717112968257378,1.371711296825738
detailed,4,8,8,2,2,10,10,42259.754319667816,3.5447952667478853,0.3544795266747885
cancer,2,2,8,8,1,10,10,3251.0192952156067,14.514901410374488,1.4514901410374488
systematic,6,4,8,2,2,10,10,28241.19665288925,1.937273950645621,0.1937273950645621
systematic,2,4,4,8,1,10,10,17624.161262512207,1.7776085501016476,0.1777608550101647
detailed,6,2,2,8,2,10,10,18696.94534254074,3.630609182876552,0.3630609182876552
systematic,5,2,8,8,1,10,10,13126.39833688736,2.483748426341593,0.2483748426341593
cancer,2,2,8,2,1,50,10,3405.2912805080414,13.4624887570159,1.34624887570159
systematic,5,8,2,4,1,50,10,34544.59317445755,1.7101568444925137,0.1710156844492513
systematic,1,4,8,4,1,20,10,23400.28959083557,1.999874233880241,0.1999874233880241
cancer,2,4,2,8,2,10,10,4189.852470159531,13.626809418089795,1.3626809418089798
systematic,4,4,2,8,1,20,10,17760.911695241928,1.8078874801984035,0.1807887480198403
detailed,5,4,8,4,2,50,10,28914.492082357407,4.528832552091889,0.4528832552091889
cancer,2,8,8,2,1,20,10,10778.75551867485,12.94073148596214,1.294073148596214
detailed,4,8,2,2,2,10,10,28119.440803527832,2.781678775343231,0.2781678775343231
systematic,2,2,4,8,1,10,10,13447.606858968737,2.5237242353871023,0.2523724235387102
systematic,5,4,8,2,2,20,10,24846.9699985981,2.193221499777584,0.2193221499777584
systematic,4,4,8,4,2,20,10,24808.673626184464,2.369731330537768,0.2369731330537767
detailed,6,4,4,2,2,10,10,36278.746223688126,2.944789802961582,0.2944789802961582
detailed,1,2,4,8,1,50,10,17949.338216781616,4.039833150781872,0.4039833150781872
systematic,1,2,8,8,2,10,10,14760.230684757233,2.5043020555135422,0.2504302055513542
systematic,1,2,8,4,2,10,10,17562.72744512558,2.2848079818753178,0.2284807981875317
systematic,1,4,2,4,2,10,10,19613.705497264866,1.9448357191570764,0.1944835719157076
systematic,6,8,2,4,2,10,10,32078.537849903107,1.2854661202348776,0.1285466120234877
detailed,5,4,8,4,1,20,10,22017.06354784965,3.8410130211261255,0.3841013021126125
systematic,5,4,8,8,1,10,10,21171.28118300438,2.234185762494888,0.2234185762494887
systematic,2,8,2,4,1,10,10,34135.2239151001,1.6360401942595026,0.1636040194259502
systematic,3,8,8,8,2,20,10,55057.27040076256,2.137380008955587,0.2137380008955587
cancer,2,2,8,4,2,10,10,3896.552761077881,13.5887013197354,1.35887013197354
detailed,4,4,4,2,1,50,10,20491.176079273224,3.367527619207642,0.3367527619207642
systematic,2,8,4,4,1,50,10,35441.72409105301,1.5420600834509324,0.1542060083450932
detailed,5,2,4,4,1,10,10,17693.179928064346,3.344699256650214,0.3344699256650214
cancer,2,2,2,8,2,50,10,3065.882972240448,14.5317309413245,1.45317309413245
systematic,3,4,8,4,1,50,10,21935.94711828232,2.9778864531923146,0.2977886453192314
systematic,3,8,2,2,2,10,10,35188.99757671356,1.841683565370248,0.1841683565370248
cancer,1,4,8,2,2,50,10,5325.726577281952,17.324132707784,1.7324132707784
systematic,1,2,4,8,1,20,10,12153.02523970604,2.644444023364536,0.2644444023364536
systematic,4,2,4,2,2,50,10,18677.596289157867,2.110829547441462,0.2110829547441461
systematic,2,4,8,4,1,50,10,23250.32620334625,2.9460514601103656,0.2946051460110365
systematic,1,4,8,2,1,50,10,20624.330725193024,2.4514694011804057,0.2451469401180405
systematic,3,8,2,8,1,20,10,26256.08097076416,1.4846498353944126,0.1484649835394412
systematic,2,2,8,4,2,10,10,14628.739488840103,2.546524289284943,0.2546524289284942
systematic,3,2,8,2,2,20,10,21101.33398747444,2.464829540329378,0.2464829540329378
systematic,5,2,8,8,2,20,10,14156.538054943085,2.8953131840720694,0.2895313184072069
systematic,1,8,2,8,2,20,10,28757.224859714508,1.131066976181143,0.1131066976181142
systematic,4,4,4,2,2,10,10,23871.249901771545,1.726436909860002,0.1726436909860002
cancer,2,8,4,2,1,50,10,6877.691299200058,12.398806164382083,1.2398806164382086
detailed,5,2,8,8,1,50,10,15131.776106357574,4.811875549998836,0.4811875549998835
systematic,3,4,2,8,1,10,10,15201.858179569244,1.8202544491396853,0.1820254449139685
detailed,1,2,4,4,1,20,10,18292.57505106926,3.365861766150548,0.3365861766150547
systematic,4,2,2,2,1,10,10,13591.734679222109,2.022342083229012,0.2022342083229011
systematic,5,4,8,2,1,20,10,27009.285423994064,2.021996157031252,0.2021996157031252
detailed,1,4,4,4,1,10,10,24453.985912799835,3.101307653361393,0.3101307653361393
detailed,3,8,8,2,2,20,10,62692.73587036133,3.3236353033680075,0.3323635303368007
systematic,5,4,4,8,2,10,10,19825.03435921669,2.305549720455304,0.2305549720455303
detailed,5,4,4,4,2,10,10,22436.602949619293,3.590529396811577,0.3590529396811577
detailed,6,2,2,2,2,50,10,24781.29415464401,3.2176835845257856,0.3217683584525785
systematic,2,2,4,2,2,10,10,15720.94199037552,1.6636255141388765,0.1663625514138876
systematic,2,8,2,4,2,10,10,26252.55977249145,1.3534100472683952,0.1353410047268395
detailed,3,8,8,4,2,20,10,62084.53114390373,3.4036416330856545,0.3403641633085654
systematic,6,2,4,8,2,10,10,12791.578233480452,2.391938717730571,0.2391938717730571
systematic,6,2,4,2,2,50,10,16664.3986620903,2.5182751013560383,0.2518275101356038
detailed,2,2,2,4,1,50,10,16910.121317386627,3.2788168132548554,0.3278816813254855
cancer,1,8,4,4,1,20,10,7013.81844496727,16.651422692716455,1.6651422692716455
cancer,2,2,2,2,2,10,10,3152.378807067871,14.19765599726122,1.4197655997261218
detailed,4,2,4,8,1,20,10,17674.919284820557,3.983112054540351,0.3983112054540351
systematic,1,8,8,2,2,50,10,51705.92302203178,1.6208640586724816,0.1620864058672481
systematic,6,4,2,8,1,10,10,16219.466669797896,1.3982065100883003,0.13982065100883
detailed,1,2,8,4,1,20,10,18118.771418094635,3.621533156066472,0.3621533156066472
systematic,6,8,8,2,1,10,10,30809.446007966995,2.428467239262313,0.2428467239262312
systematic,3,4,4,4,1,20,10,20822.40542149544,2.317845470363358,0.2317845470363358
systematic,1,2,8,8,2,20,10,14242.089588165283,2.8816730866511406,0.2881673086651141
cancer,1,4,2,2,1,10,10,3677.995889902115,15.275362151607556,1.5275362151607557
detailed,6,8,4,2,2,20,10,36928.33975625038,2.7859759520221887,0.2785975952022189
detailed,5,2,2,4,1,10,10,20760.16834306717,3.13132359043347,0.313132359043347
systematic,2,4,4,4,1,50,10,18073.18757367134,2.780789878788735,0.2780789878788735
detailed,6,8,8,2,1,20,10,42759.89115643501,4.0568283503687725,0.4056828350368772
detailed,3,4,2,4,1,50,10,27956.83018398285,3.239420577926811,0.3239420577926811
detailed,3,4,8,2,2,10,10,35579.19274711609,3.680983252811074,0.3680983252811074
detailed,4,4,8,4,2,20,10,39944.70596265793,3.943504863705407,0.3943504863705407
detailed,2,4,2,2,2,10,10,31786.81399679184,2.932475248253253,0.2932475248253253
cancer,2,2,4,4,2,50,10,3646.2547295093536,13.320964486956491,1.3320964486956492
systematic,5,2,4,4,2,10,10,12967.04691886902,2.1085436574624823,0.2108543657462482
cancer,1,8,8,4,2,20,10,10039.936638832092,18.476507488593622,1.8476507488593623
systematic,2,2,8,2,1,10,10,17302.297475099564,1.6358538330225996,0.1635853833022599
detailed,6,2,8,2,2,50,10,26649.24853825569,3.927979777253432,0.3927979777253432
systematic,5,2,8,8,1,50,10,16453.289573192596,3.004770781159223,0.3004770781159223
cancer,1,2,4,8,2,50,10,3096.483307123184,16.6005860356214,1.66005860356214
systematic,1,2,2,8,2,50,10,17533.942301750183,2.5261664139832143,0.2526166413983214
systematic,5,8,2,8,1,20,10,29276.033644914627,1.0614091286491378,0.1061409128649137
systematic,5,2,2,2,1,20,10,16379.670261621475,2.1670636262701573,0.2167063626270157
detailed,6,2,4,4,2,10,10,17771.606649637222,3.417829360803264,0.3417829360803264
systematic,5,2,2,2,1,10,10,15604.695040941238,2.375919485837141,0.237591948583714
detailed,6,8,8,2,1,10,10,41679.924100875854,4.1542015189390025,0.4154201518939002
cancer,2,4,8,2,1,20,10,4966.702245473862,12.546865908772922,1.2546865908772922
systematic,1,2,2,4,1,10,10,12378.51624941826,2.1255134914976948,0.2125513491497694
systematic,5,4,8,4,1,50,10,24141.634459018707,2.595252809280882,0.2595252809280882
systematic,1,8,8,2,1,10,10,36193.95806646347,1.5499376471179511,0.1549937647117951
detailed,6,2,8,4,1,50,10,15219.961842298508,4.4210675922754445,0.4421067592275444
systematic,1,2,8,8,1,20,10,13011.346802949904,2.6901186959019574,0.2690118695901957
cancer,1,4,2,4,1,20,10,3390.631117105484,15.969905721932616,1.5969905721932616
systematic,1,8,2,2,1,50,10,41726.32546424866,1.32821606880863,0.132821606880863
detailed,2,4,4,2,1,20,10,20045.29704761505,2.8055054038906078,0.2805505403890607
detailed,2,2,4,8,1,50,10,18291.34680247307,3.89070591486966,0.389070591486966
systematic,4,8,4,8,2,10,10,30739.549455165863,1.4008748550160135,0.1400874855016013
systematic,5,8,2,2,2,10,10,35042.66341781616,1.425009765341265,0.1425009765341265
systematic,4,8,4,4,1,20,10,32870.260942697525,1.283580727433182,0.1283580727433182
systematic,4,2,8,2,1,20,10,18641.987585783005,1.5521065181622278,0.1552106518162228
systematic,4,8,8,2,2,50,10,61215.38553214073,2.111110362487751,0.211111036248775
systematic,6,2,4,4,1,10,10,14081.811713457108,2.109621231753457,0.2109621231753457
systematic,3,4,4,4,1,10,10,17314.270753622055,2.297110918893712,0.2297110918893711
systematic,5,8,4,2,2,20,10,36677.88417482376,1.5940984553823496,0.1594098455382349
detailed,2,4,2,2,1,50,10,29418.306544065475,3.073320381937565,0.3073320381937565
systematic,2,4,2,2,1,50,10,24652.80488610268,2.35389167491541,0.235389167491541
detailed,5,2,2,2,1,50,10,17756.211833000183,3.0412981670283594,0.3041298167028359
detailed,6,2,4,4,1,50,10,14883.153564929962,4.544282184054875,0.4544282184054875
detailed,1,8,8,2,2,20,10,59144.79512667656,3.2790024094962877,0.3279002409496287
systematic,1,2,2,2,1,50,10,21865.25459218025,2.326186300693054,0.2326186300693054
systematic,5,8,8,2,1,20,10,36765.92934823036,2.042978365375256,0.2042978365375255
systematic,4,8,4,4,2,20,10,34492.31180047989,1.4382387613893604,0.143823876138936
systematic,2,2,2,8,2,10,10,14323.660752773283,2.2199571176476427,0.2219957117647642
systematic,6,8,8,2,2,10,10,39833.81067442894,1.8374981534987016,0.1837498153498701
systematic,4,8,2,2,2,50,10,53011.35346126557,1.3165077874833533,0.1316507787483353
detailed,3,4,8,4,1,10,10,26013.711755275726,3.9620832095244873,0.3962083209524487
systematic,5,8,2,8,2,50,10,31056.10444355011,1.1371973537215336,0.1137197353721533
detailed,3,2,4,2,2,50,10,17190.984835863113,3.773054646080314,0.3773054646080314
detailed,6,4,8,4,1,20,10,24611.725016117096,3.618027231399178,0.3618027231399178
systematic,4,4,4,8,2,10,10,19126.20746040344,2.553065364987761,0.2553065364987761
detailed,2,8,2,2,2,50,10,33605.83119273186,2.579353783502712,0.2579353783502712
detailed,1,2,2,4,1,10,10,22605.59266328812,3.199855525943231,0.3199855525943231
detailed,6,2,2,4,1,50,10,22285.229563713077,3.4993678688260563,0.3499367868826056
systematic,2,4,4,4,1,10,10,16989.034672021866,2.3596592845521296,0.2359659284552129
detailed,4,4,2,2,2,10,10,37053.86053347588,2.977358516529826,0.2977358516529826
detailed,5,2,4,2,1,50,10,17956.005803108215,3.5222898877270383,0.3522289887727038
detailed,1,2,4,4,1,10,10,19494.88326787949,3.168372432648896,0.3168372432648895
systematic,3,4,8,2,1,50,10,31784.95905303955,2.379194430451637,0.2379194430451637
systematic,2,2,8,2,2,10,10,19452.361808776852,2.014357280659,0.2014357280659
systematic,1,2,8,8,1,10,10,13228.626001358032,2.417485890163176,0.2417485890163175
systematic,5,8,4,2,1,50,10,41316.612844228745,1.73688623761211,0.173688623761211
systematic,4,4,8,2,1,10,10,20511.28066682816,2.148703004527712,0.2148703004527711
systematic,3,8,8,8,1,10,10,32964.4496588707,1.426548115856982,0.1426548115856982
detailed,2,2,2,8,2,10,10,18357.39149260521,3.005691039691598,0.3005691039691598
systematic,6,4,4,2,2,20,10,19811.176525831223,2.383594346037137,0.2383594346037137
systematic,5,2,8,2,1,20,10,18134.24230313301,1.846732114121049,0.1846732114121049
systematic,2,2,8,8,1,50,10,13525.937010526655,3.195004113454706,0.3195004113454706
